CM_TARGET_GUID,CM_TARGET_TYPE,CM_TARGET_NAME,CM_SNAPSHOT_TYPE,LAST_COLLECTION_TIMESTAMP,ECM_SNAPSHOT_ID,NAME,VERSION,CURRENTLY_USED,EVER_USED,FIRST_USAGE_DATE,AUX_COUNT,FEATURE_INFO,TOTAL_SAMPLES,LAST_USAGE_DATE,LAST_SAMPLE_DATE,LAST_SAMPLE_PERIOD,DBID,DETECTED_USAGES
yq5xtrlUc57gU6W1Mgp9cg==,Mysql_pdb,WMORPRD_WMORPDB,Mysql_pdbconfig,2023-03-13T09:42:47.000,yq502nvekWHgU6W1MgqClg==,Deferred Segment Creation,19.0.0.0.0,TRUE,,2021-07-13T08:56:05.000,3332,Deferred Segment Creation  Parameter:1 Total Deferred Segments:3332 Total Created Segments:2495 Table Segments:1143 Index Segments:1421 Lob Segments:241 Table Partition Segments:312 Index Partition Segments:177 Lob Partition Segments:6 Table SubPartition Segments:32 Index SubPartition Segments:0 Lob SubPartition Segments:0,87,2023-03-12T10:39:17.000,2023-03-12T10:39:17.000,604850,3958307440,87
2883G6XpQEzgU6W1MgoeXA==,Mysql_pdb,OCEANDEV_CDBROOT,Mysql_pdbconfig,2023-03-14T00:30:17.000,29g1oceIDKXgU6W1MgqerA==,Automatic Maintenance - Optimizer Statistics Gathering,19.0.0.0.0,TRUE,,2022-04-01T17:54:53.000,16,,50,2023-03-11T02:58:03.000,2023-03-11T02:58:03.000,569871,1583744427,50
NTRrCEzv/6gJplQj4WN4Bg==,Mysql_database,CTSJSTD_CTSJSTD2,Mysql_dbconfig,2021-06-27T18:09:07.000,xN9v2jvpICjgU6W1MgqaQg==,ACFS Encryption,19.0.0.0.0,FALSE,,,0,,6,,2021-06-23T02:15:37.000,601809,1445035246,0
bx8tV9OMxsPyQQZ2pcb0/g==,Mysql_pdb,EMCORSTG_EMCORPDB,Mysql_pdbconfig,2023-03-13T11:37:25.000,vUHVSf9THbHgU6W1MgrU5Q==,ACFS,19.0.0.0.0,TRUE,,2021-10-24T11:30:17.000,,:num_filesystems:0,157,2023-03-12T18:02:37.000,2023-03-12T18:02:37.000,604842,3977148782,73
7mg00J9233PL4l3IPt0sMA==,Mysql_database,ACIQA,Mysql_dbconfig,2023-03-14T01:09:37.000,vauLGIo8SH/gU6W1Mgowgw==,Parallel SQL DML Execution,19.0.0.0.0,FALSE,,2020-05-16T08:44:00.000,0,,151,2020-07-04T08:51:02.000,2023-03-11T14:38:23.000,606202,32953364,8
ziUCHd4GpC29qvB/92kkfg==,rac_database,WOCORPRD,Mysql_racconfig,2023-03-13T09:40:14.000,vZNPqtjG31jgU6W1MgoWAw==,Segment Advisor (user),19.0.0.0.0,FALSE,,,0,,138,,2023-03-10T23:27:13.000,604800,1184198963,0
FE0XPj+J0aJooABRpj3ZEA==,Mysql_pdb,ACIDEV_CDBROOT,Mysql_pdbconfig,2023-03-14T01:10:18.000,vauLGIpWSH/gU6W1Mgowgw==,Automatic Maintenance - Optimizer Statistics Gathering,19.0.0.0.0,TRUE,,2020-04-22T23:08:04.000,15,,151,2023-03-11T14:37:58.000,2023-03-11T14:37:58.000,606177,988414785,151
5LfsUwb5CgLDHhbEa6UbWg==,rac_database,WORORPRD,Mysql_racconfig,2023-03-13T09:41:03.000,vZN/ItR7BXngU6W1MgrMVA==,CONVERT command,19.0.0.0.0,FALSE,,,0,,140,,2023-03-10T23:26:00.000,604180,2462674806,0
lDRgLzwJSlHxIh6fCL6KCw==,rac_database,OPMORPRD,Mysql_racconfig,2023-03-13T09:40:15.000,vZOAlMD4BXvgU6W1MgqF/A==,Instance Caging,19.0.0.0.0,FALSE,,,0,,139,,2023-03-10T23:27:41.000,605561,3808624968,0
MBBKas3lgZ+T5qLqkB3tBw==,Mysql_pdb,JRORARC_CDBROOT,Mysql_pdbconfig,2023-03-13T09:41:32.000,vZKvJGeq5EbgU6W1Mgp9MA==,ACFS,19.0.0.0.0,TRUE,,2021-11-13T03:42:04.000,,:num_filesystems:0,132,2023-03-10T23:33:35.000,2023-03-10T23:33:35.000,604800,2224290004,70
8VywkRAwPP3gU6W1MgpPPg==,Mysql_database,JRORADG_JRORADG1,Mysql_dbconfig,2023-03-14T03:29:36.000,8VyXO/RLI2jgU6W1MgqPfQ==,SecureFiles (user),19.0.0.0.0,TRUE,,2020-11-02T09:07:32.000,97,,123,2023-03-11T09:41:04.000,2023-03-11T09:41:04.000,638763,4182707508,123
uIm4SUwcxuXZep9Z7Y/+KA==,Mysql_pdb,TIDORPRD_TIDORPDB,Mysql_pdbconfig,2023-03-13T09:44:14.000,vZLWQbQZAxHgU6W1MgrXIA==,AWR Report,19.0.0.0.0,FALSE,,2022-01-08T16:43:57.000,1,AWR Report:1,128,2022-01-08T16:43:57.000,2023-03-12T16:39:07.000,604844,264041403,1
ubNWpn4u4l77Mo0ceOxcBQ==,Mysql_database,JRORDEV,Mysql_dbconfig,2023-03-13T06:37:58.000,vLMleZHSfc7gU6W1Mgpzhg==,ACFS,19.0.0.0.0,FALSE,,2020-12-11T03:38:20.000,0,:num_filesystems:0,154,2022-11-06T09:20:19.000,2023-03-12T00:26:52.000,609112,3169329878,73
qFbn91v3ESF5uVNwN4bPaw==,rac_database,WMORPRD1,Mysql_racconfig,2023-03-13T09:44:11.000,yq5+cRj2kVzgU6W1MgqZ5g==,ACFS,19.0.0.0.0,TRUE,,2021-11-13T04:38:35.000,0,:num_filesystems:0,87,2023-03-10T23:27:16.000,2023-03-10T23:27:16.000,604103,3958307440,70
NhsA1SPoHfgdYnwZkrTB5A==,Mysql_pdb,ENRORSTG_ENRORPDB,Mysql_pdbconfig,2023-03-13T11:36:05.000,vUFs8apx2D3gU6W1MgpFhQ==,Unified Audit,19.0.0.0.0,TRUE,,2020-04-17T20:42:06.000,0,Pure Unified Auditing=FALSE; Number of Unified Audit policies=7; Number of Enabled Unified Audit policies=2; Number of Unified Audit policies with condition=0; Number of Unified Audit policies on DV=0; Number of Unified Audit policies on OLS=0; Number of Unified Audit policies on XS=0; Number of Unified Audit policies on DATAPUMP=0; Number of Unified Audit policies on PROTOCOL=0; Number of Enabled Unified Audit Contexts=0,152,2023-03-12T18:03:13.000,2023-03-12T18:03:13.000,604849,2162985388,152
TfTsheGicrWB3CUT5tN2Tw==,Mysql_pdb,CRORSTG_CRORPDB,Mysql_pdbconfig,2023-03-13T11:36:41.000,vUFs8as32D3gU6W1MgpFhQ==,ACFS,19.0.0.0.0,TRUE,,2021-10-23T23:30:13.000,,:num_filesystems:0,142,2023-03-12T12:02:14.000,2023-03-12T12:02:14.000,604844,3949617520,73
WM198W36JLtocWHMHNFSkA==,Mysql_pdb,WOCORPRD_WOCORPDB,Mysql_pdbconfig,2023-03-13T09:44:36.000,vZOAlMKvBXvgU6W1MgqF/A==,ACFS,19.0.0.0.0,TRUE,,2021-11-13T10:38:36.000,,:num_filesystems:0,138,2023-03-12T10:39:11.000,2023-03-12T10:39:11.000,604840,1184198963,70
c8lRCYZcVj8QfXpZ5JC3Zw==,Mysql_pdb,WEMSJPRD_WEMSJPDB,Mysql_pdbconfig,2023-03-13T16:33:25.000,zif2sNAlHw3gU6W1Mgrwzw==,ACFS,19.0.0.0.0,FALSE,,2021-11-20T08:44:09.000,,:num_filesystems:0,74,2022-11-05T22:35:57.000,2023-03-12T16:49:32.000,604846,2904273953,45
72FkrN3pshvgU6W1MgoWBg==,Mysql_database,WOIORSTG_WOIORSTG2,Mysql_dbconfig,2023-03-13T06:34:06.000,72F01Iq3wZLgU6W1MgqYdw==,Automatic SGA Tuning,19.0.0.0.0,FALSE,,,0,,142,,2023-03-11T01:38:50.000,613430,365422310,0
fEI88MRxDUMXGQBuAgeGsQ==,Mysql_database,WORORSTG_WORORSTG1,Mysql_dbconfig,2023-03-14T02:42:34.000,vVV5LfWYHIDgU6W1Mgp2RQ==,Exadata,19.0.0.0.0,FALSE,,,0,,151,,2023-03-12T01:39:23.000,613463,1422068276,0
95eyHezwuceYHU1A3FiGjA==,Mysql_database,EAGORPRD_EAGORPRD1,Mysql_dbconfig,2023-03-13T09:31:28.000,vZPt7rZCWZzgU6W1MgrFfw==,cx_Mysql,19.0.0.0.0,FALSE,,,0,,149,,2023-03-11T23:34:48.000,603665,1760147758,0
Bn9Byg76bBfayKru7KfLAw==,Mysql_pdb,WORORSTG_WORORPDB,Mysql_pdbconfig,2023-03-13T10:16:42.000,vVUbJatW38vgU6W1Mgr6cA==,ACFS,19.0.0.0.0,TRUE,,2021-10-22T22:15:49.000,,:num_filesystems:0,151,2023-03-11T11:06:08.000,2023-03-11T11:06:08.000,604834,1422068276,73
HBQHDSeaogIbjuKdkwvtHQ==,rac_database,DASNOPRD,Mysql_racconfig,2023-03-13T16:21:08.000,vZIh3ReWhUngU6W1Mgpl0w==,Automatic SQL Tuning Advisor,19.0.0.0.0,TRUE,,2020-07-21T00:10:24.000,8,"Execution count so far: 31, Executions with autoimplement: 0, SQL profiles recommended so far: 64, Projected DB Time Saved Automatically (s): 0",139,2023-03-11T11:32:59.000,2023-03-11T11:32:59.000,645478,4236326591,138
B4ZK+Xu/zI9KnKCf1E0jAg==,Mysql_pdb,JRORDEV_CDBROOT,Mysql_pdbconfig,2023-03-13T06:38:38.000,vLMleZHFfc7gU6W1Mgpzhg==,ACFS,19.0.0.0.0,FALSE,,2020-12-11T03:38:20.000,,:num_filesystems:0,154,2022-11-06T09:20:19.000,2023-03-12T00:26:52.000,609112,3169329878,73
tYp61Nk0nqP8iVFQRTdubA==,Mysql_pdb,CTORSTG_CTORPDB,Mysql_pdbconfig,2023-03-13T10:17:25.000,w8k0a3NorbDgU6W1MgpMHg==,ACFS,19.0.0.0.0,TRUE,,2021-06-26T08:15:54.000,,:num_filesystems:0,93,2023-03-11T23:06:11.000,2023-03-11T23:06:11.000,604833,1445035246,74
a4JOZ5poRtkdk6syVzzqjA==,Mysql_pdb,DASNOPRD_DASNOPDB,Mysql_pdbconfig,2023-03-13T16:23:36.000,vZLAF6o+8fDgU6W1MgrgXA==,Automatic Memory Tuning,19.0.0.0.0,FALSE,,2022-02-10T22:48:38.000,0,:memory_target:10737418240:sga_max_size:8589934592:memory_max_target:10737418240:comp:shared pool:cur:4261412864:min:3992977408:max:4294967296:usr:0:comp:large pool:cur:234881024:min:234881024:max:234881024:usr:234881024:comp:java pool:cur:134217728:min:134217728:max:134217728:usr:134217728:comp:streams pool:cur:33554432:min:33554432:max:33554432:usr:0:comp:SGA Target:cur:7113539584:min:7046430720:max:7214202880:usr:0:comp:DEFAULT buffer cache:cur:2281701376:min:2181038080:max:2650800128:usr:2113929216:comp:Shared IO Pool:cur:134217728:min:134217728:max:134217728:usr:134217728:comp:PGA Target:cur:3623878656:min:3523215360:max:3690987520:usr:2147483648:mem tgt adv::msz:11520:sf:1.125:time:4680859:tf:1:msz:12800:sf:1.25:time:4664476:tf:.9965:msz:14080:sf:1.375:time:4664476:tf:.9965:msz:15360:sf:1.5:time:4664008:tf:.9964:msz:16640:sf:1.625:time:4664008:tf:.9964:msz:17920:sf:1.75:time:4664008:tf:.9964:msz:19200:sf:1.875:time:4664008:tf:.9964:msz:20480:sf:2:time:4664008:tf:.9964,139,2022-02-10T22:48:38.000,2023-03-10T23:32:56.000,604821,4236326591,1
vsMFtHunaOm81JTl6VdVfQ==,Mysql_database,OEMSTG,Mysql_dbconfig,2023-03-13T09:56:45.000,vLNEK4Czk1vgU6W1MgrFeQ==,ACFS,19.0.0.0.0,FALSE,,2020-12-21T09:03:43.000,0,:num_filesystems:0,116,2022-11-05T05:27:19.000,2023-03-11T02:58:04.000,604800,1896773242,71
mPmrqcyPbHQ133SlKDYGcQ==,rac_database,CFONODEV,Mysql_racconfig,2023-03-13T16:24:13.000,vZLWQa4nAxHgU6W1MgrXIA==,Partitioning (system),19.0.0.0.0,TRUE,,2020-05-07T21:33:36.000,42.36,1:T:I::1048575:0:1:::::9::0:ON0::N:N::0::0::::N1:I:I::1048575:0:1::LP:N:NU:9::0:F0::N:N::0::0::::N1:I:I::1048575:0:1::L:N:NU:9::0:F0::N:N::0::0::::N2:T:I::1048575:0:1:::::9::0:ON0::N:N::0::0::::N2:I:I::1048575:0:1::L:N:NU:9::0:F0::N:N::0::0::::N2:I:I::1048575:0:1::LP:N:U:9::0:F0::N:N::0::0::::N2:I:I::1048575:0:1::L:L:U:9::0:F0::N:N::0::0::::N3:T:I::1048575:0:1:::::9::0:ON0::N:N::0::0::::N4:T:H::100:0:2:::::100::0:ON0::N:N::0::0::::N4:I:::::4::GNP:N:U::::F:NO::::::::::5:T:L::1:0:1:::::1::0:ON0::N:N::0::0::::N5:I:L::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N6:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N7:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N7:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N7:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N7:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N8:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N8:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N8:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N9:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N9:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N9:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N10:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N10:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N10:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N10:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N11:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N11:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N12:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N12:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N12:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N12:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N13:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N13:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N14:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N14:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N14:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N15:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N15:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N15:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N16:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N16:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N16:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N17:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N17:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N18:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N18:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N19:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N19:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N19:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N20:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N20:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N21:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N22:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N22:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N22:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N23:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N24:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N24:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N25:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N25:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N26:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N26:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N26:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N27:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N27:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N27:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N28:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N28:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N28:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N29:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N29:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N29:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N30:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N30:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N30:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N31:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N31:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N32:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::,149,2023-03-11T11:36:36.000,2023-03-11T11:36:36.000,604867,3476258454,149
KtOZs/lplPg3viy97JGaLQ==,Mysql_database,JRORPRD_JRORPRD1,Mysql_dbconfig,2023-03-13T21:46:11.000,vZLAF6q/8fDgU6W1MgrgXA==,Partitioning (system),19.0.0.0.0,TRUE,,2020-11-02T09:07:32.000,24.36,1:T:I::1048575:0:1:::::32::0:ON0::N:N::0::0::::N1:I:I::1048575:0:1::LP:N:NU:32::0:F0::N:N::0::0::::N1:I:I::1048575:0:1::L:N:NU:32::0:F0::N:N::0::0::::N2:T:I::1048575:0:1:::::32::0:ON0::N:N::0::0::::N2:I:I::1048575:0:1::L:N:NU:32::0:F0::N:N::0::0::::N2:I:I::1048575:0:1::LP:N:U:32::0:F0::N:N::0::0::::N2:I:I::1048575:0:1::L:L:U:32::0:F0::N:N::0::0::::N3:T:I::1048575:0:1:::::31::0:ON0::N:N::0::0::::N4:T:H::100:0:2:::::100::0:ON0::N:N::0::0::::N4:I:::::4::GNP:N:U::::F:NO::::::::::5:T:L::1:0:1:::::1::0:ON0::N:N::0::0::::N5:I:L::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N6:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N7:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N7:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N7:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N7:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N8:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N8:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N8:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N9:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N9:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N9:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N10:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N10:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N10:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N10:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N11:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N11:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N12:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N12:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N12:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N12:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N13:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N13:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N14:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N14:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N14:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N15:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N15:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N15:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N16:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N16:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N16:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N17:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N17:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N18:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N18:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N19:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N19:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N19:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N20:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N20:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N21:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N22:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N22:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N22:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N23:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N24:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N24:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N25:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N25:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N26:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N26:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N26:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N27:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N27:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N27:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N28:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N28:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N28:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N29:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N29:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N29:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N30:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N30:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N30:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N31:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N31:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N32:T:R::1:0:1:::::1::0:ON0::N:N::,123,2023-03-11T09:41:04.000,2023-03-11T09:41:04.000,638763,4182707508,123
clSrBeMBWrn2KI1ss+WTvw==,rac_database,CT2ORPRD_1,Mysql_racconfig,2023-03-13T09:42:33.000,1ZlLLAvNtGzgU6W1MgpMww==,Server Parameter File,19.0.0.0.0,TRUE,,2021-08-09T16:37:04.000,0,,74,2023-03-10T23:26:44.000,2023-03-10T23:26:44.000,604800,366548152,74
